v2paenname,country_name,year,v2xpa_antiplural,v2xpa_popul,v2paseatshare,v2panumbseat,v2patotalseat,v2pavote,v2paallian,v2pavallian,v2panoallian,v2pagovsup,v2papariah,v2paanteli,v2papeople,v2paopresp,v2paplur,v2paminor,v2paviol,v2paimmig,v2palgbt,v2paculsup,v2parelig,v2pagender,v2pawomlab,v2pariglef,v2pawelf,v2paclient
United People's Front of Nepal,Nepal,1991,0.535,0.889,4.4,9,205,5,0,,,3,-1.694,2.301,2.312,-0.895,0.619,-1.377,0.289,-0.154,0.097,0.551,0.101,-2.356,0.224,-3.142,-2.36,-0.871
Nepal Nationalist Gorkha Council,Nepal,1959,,,17.4,19,109,,0,,,,,,,,,,,,,,,,,,,
"Federal Socialist Forum, Nepal",Nepal,2017,0.615,0.828,5.8,16,274,4.9,0,,,2,-0.401,1.965,1.712,-1.818,1.037,-1.271,-1.194,-0.163,0.971,0.059,-0.208,-0.914,0.255,-0.106,-0.446,0.543
National People's Party Nepal,Nepal,2017,0.509,0.856,6.2,17,274,5,0,,,3,-2.116,2.548,1.461,-0.942,1.017,-1.386,-0.212,-0.128,0.955,0.098,-0.404,0.053,0.225,-0.502,-0.91,0.553
technical: Appointees,Nepal,1971,,,12.8,16,125,,0,,,,,,,,,,,,,,,,,,,
technical: Appointees,Nepal,1981,,,20,28,140,,0,,,,,,,,,,,,,,,,,,,
technical: Appointees,Nepal,1986,,,20,28,140,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1916,,,100,43,43,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1924,,,100,43,43,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1927,,,67.4,29,43,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1928,,,32.6,14,43,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1930,,,32.6,14,43,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1932,,,32.6,14,43,41.4,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1934,,,30.2,13,43,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1936,,,,,,20.4,1,99.8,30,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1938,,,21.4,9,42,,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1947,,,,,,38.2,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1950,,,29.8,17,57,24.4,0,,,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1967,,,,,,,1,29.1,17,,,,,,,,,,,,,,,,,
Conservative Party,Nicaragua,1972,0.539,0.673,40,40,100,24.7,0,,,1,,2.282,0.09,0.107,-0.637,1.62,-0.838,-0.22,-1.273,-0.105,-0.979,-0.806,-1.184,2.036,1.418,-0.793
Conservative Party,Nicaragua,1974,0.539,0.685,40,28,70,8.3,0,,,3,,2.38,0.137,0.107,-0.637,1.62,-0.838,-0.22,-1.273,-0.105,-0.991,-0.806,-1.184,2.046,1.418,-0.793
Constitutionalist Liberal Party,Nicaragua,1936,,,,,,,1,0.2,13,,,,,,,,,,,,,,,,,
Constitutionalist Liberal Party,Nicaragua,1996,,,,,,,1,46,42,,,,,,,,,,,,,,,,,
Constitutionalist Liberal Party,Nicaragua,2001,0.804,0.373,53.3,49,92,53.2,0,,,0,,-0.574,0.544,-1.157,-1.234,0.002,-0.822,0.667,-1.289,-0.077,-1.783,-0.072,-2.626,2.016,0.305,0.516
Constitutionalist Liberal Party,Nicaragua,2006,0.811,0.353,27.2,25,92,27.6,0,,,3,-2.899,-0.547,0.01,-1.157,-1.237,0.002,-0.822,0.667,-1.289,-0.077,-1.783,-0.072,-1.193,2.008,-2.811,0.474
Constitutionalist Liberal Party,Nicaragua,2011,0.727,0.411,2.2,2,92,6.4,0,,,3,-1.317,0.286,-0.724,-1.157,-0.698,0.002,-0.822,-0.261,-1.289,0.001,-2.727,0.959,-1.193,2.008,-3.047,0.084
Constitutionalist Liberal Party,Nicaragua,2016,0.739,0.416,14.1,13,92,15.3,0,,,3,-1.317,0.286,-0.676,-1.157,-1.215,0.912,-0.822,-0.261,-1.289,0.001,-2.727,1.797,-1.193,2.004,-3.047,0.153
Sandinista Renovation Movement,Nicaragua,2006,0.064,0.54,5.4,5,92,8.3,0,,,3,-1.284,0.964,-0.162,1.083,1.192,1.965,1.984,-0.248,1.415,0.578,1.686,2.502,1.988,-0.863,-0.161,-2.564
Sandinista National Liberation Front,Nicaragua,1984,0.985,0.885,63.5,61,96,66.5,0,,,0,-3.191,2.074,2.826,-2.641,-1.233,-2.472,-3.439,-1.199,-1.299,0.613,1.695,-0.011,2.085,-2.82,2.782,-0.78
Sandinista National Liberation Front,Nicaragua,1990,0.853,0.876,42.4,39,92,40.8,0,,,3,,1.994,2.826,-2.641,0.26,-1.563,-2.275,-1.199,-0.169,0.613,1.719,-0.011,0.813,-2.82,2.749,-0.78
Sandinista National Liberation Front,Nicaragua,1996,0.73,0.875,40,36,90,36.6,0,,,3,,2.419,1.919,-2.693,0.26,-1.131,-0.742,-0.236,0.43,0.613,1.039,-0.011,0.759,-1.972,2.027,-0.775
Sandinista National Liberation Front,Nicaragua,2001,0.727,0.88,42.4,39,92,42.1,0,,,3,,2.453,1.919,-2.693,0.287,-1.131,-0.758,-0.236,0.43,0.538,0.551,0.767,0.759,-1.965,0.149,0.127
Sandinista National Liberation Front,Nicaragua,2006,0.81,0.722,41.3,38,92,37.5,0,,,0,-2.423,1.039,1.931,-2.195,-0.643,-0.735,-0.748,-0.236,0.43,0.538,-1.473,0.767,0.759,-0.854,0.557,0.902
Sandinista National Liberation Front,Nicaragua,2011,0.971,0.674,68.5,63,92,60.9,0,,,0,-0.765,0.742,1.963,-2.297,-2.018,-1.65,-1.637,-0.236,1.416,0.538,-3.199,0.767,0.759,-0.334,0.362,2.165
Sandinista National Liberation Front,Nicaragua,2016,0.993,0.689,76.1,70,92,65.9,0,,,0,-1.949,0.813,1.963,-2.237,-3.238,-1.65,-1.608,-0.236,1.967,0.538,-3.199,1.545,0.759,-0.001,0.362,2.176
Nicaraguan Liberal Alliance,Nicaragua,2006,0.347,0.259,25,23,92,26.7,0,,,3,-1.179,-0.87,-0.782,-0.688,0.267,0.926,0.66,-0.243,-1.278,-0.023,-1.821,-0.092,-1.163,2.025,-3.733,-0.773
Nicaraguan Liberal Alliance,Nicaragua,2016,0.426,0.4,2.2,2,92,5.7,0,,,3,-2.467,0.246,-0.705,-0.301,-0.314,0.917,0.64,-0.202,-1.304,-0.033,-2.865,-0.059,-1.179,2.021,-3.091,-0.756
Nicaraguan Resistance Party,Nicaragua,1996,,,,,,,1,46,42,,,,,,,,,,,,,,,,,
Independent Liberal Party,Nicaragua,1967,,,,,,,1,29.1,17,,,,,,,,,,,,,,,,,
Independent Liberal Party,Nicaragua,1984,0.533,0.322,9.4,9,96,9.3,0,,,3,1.183,0.464,-1.536,-1.502,-0.362,0.903,0.185,0.747,-1.271,-0.051,-0.979,-0.083,-1.176,1.502,-3.067,-2.575
Independent Liberal Party,Nicaragua,1996,,,,,,,1,46,42,,,,,,,,,,,,,,,,,
Independent Liberal Party,Nicaragua,2011,0.454,0.411,29.3,27,92,31.6,0,,,3,-1.312,0.318,-0.691,0.003,-0.291,0.9,0.168,-0.262,-1.257,-0.106,-2.918,-0.082,-1.172,1.496,-3.046,-0.79
Independent Liberal Party,Nicaragua,2016,0.619,0.411,2.2,2,92,6.7,0,,,3,-1.312,0.318,-0.681,0.052,-1.231,0.9,0.168,-0.262,-1.257,-0.106,-2.918,-0.056,-1.172,1.496,-3.046,-0.774
Nationalist Liberal Party,Nicaragua,1936,,,,,,79.4,1,99.8,30,,,,,,,,,,,,,,,,,
Nationalist Liberal Party,Nicaragua,1938,,,61.9,26,42,,0,,,,,,,,,,,,,,,,,,,
Nationalist Liberal Party,Nicaragua,1947,,,,,,57,0,,,,,,,,,,,,,,,,,,,
Nationalist Liberal Party,Nicaragua,1950,,,70.2,40,57,75.6,0,,,,,,,,,,,,,,,,,,,
Nationalist Liberal Party,Nicaragua,1957,,,66.7,28,42,89.3,0,,,,,,,,,,,,,,,,,,,
Nationalist Liberal Party,Nicaragua,1963,,,66.7,28,42,90.5,0,,,,,,,,,,,,,,,,,,,
Nationalist Liberal Party,Nicaragua,1967,,,67.3,35,52,70.3,0,,,,,,,,,,,,,,,,,,,
Nationalist Liberal Party,Nicaragua,1972,0.984,0.08,60,60,100,75.3,0,,,0,,-2.155,-0.657,-0.651,-3.915,0.611,-2.043,-0.234,-1.317,-0.087,-0.985,-1.453,-1.133,1.246,-3.768,0.864
Nationalist Liberal Party,Nicaragua,1974,0.984,0.08,60,42,70,91.7,0,,,0,,-2.155,-0.657,-0.651,-3.915,0.585,-2.043,-0.234,-1.317,-0.087,-0.985,-1.453,-1.133,1.246,-3.768,0.864
Traditional Conservative Party,Nicaragua,1936,,,,,,,1,0.2,13,,,,,,,,,,,,,,,,,
Traditional Conservative Party,Nicaragua,1938,,,16.7,7,42,,0,,,,,,,,,,,,,,,,,,,
Democratic Conservative Party,Nicaragua,1984,0.425,0.325,14.6,14,96,13.9,0,,,3,1.114,0.445,-1.555,-1.52,0.253,0.922,0.175,0.667,-1.302,-0.073,-0.979,0.959,-1.183,1.504,-3.028,-2.567
Liberal Party,Nicaragua,1927,,,32.6,14,43,,0,,,,,,,,,,,,,,,,,,,
Liberal Party,Nicaragua,1928,,,67.4,29,43,,0,,,,,,,,,,,,,,,,,,,
Liberal Party,Nicaragua,1930,,,67.4,29,43,,0,,,,,,,,,,,,,,,,,,,
Liberal Party,Nicaragua,1932,,,67.4,29,43,58.6,0,,,,,,,,,,,,,,,,,,,
Liberal Party,Nicaragua,1934,,,69.8,30,43,,0,,,,,,,,,,,,,,,,,,,
Popular Social Christian Party,Nicaragua,1984,0.55,0.596,6.3,6,96,5.7,0,,,3,1.143,1.264,0.049,-0.296,-0.298,0.027,0.172,0.664,-0.201,-0.047,0.025,-0.145,-1.147,-1.662,0.385,-2.597
Nicaraguan Conservative Party,Nicaragua,1957,,,33.3,14,42,10.8,0,,,,,,,,,,,,,,,,,,,
Nicaraguan Conservative Party,Nicaragua,1963,,,33.3,14,42,9.5,0,,,,,,,,,,,,,,,,,,,
National Opposition Union,Nicaragua,1990,0.259,0.554,55.4,51,92,53.9,0,,,0,,0.47,0.571,-0.23,0.964,0.925,0.178,0.692,-0.238,-0.048,-2.65,0.739,-1.16,1.482,-3.046,-0.782
Social Christian Party,Nicaragua,1967,,,,,,,1,29.1,17,,,,,,,,,,,,,,,,,
Independent Liberal Party for National Unity,Nicaragua,1996,,,,,,,1,46,42,,,,,,,,,,,,,,,,,
Neoliberal Party,Nicaragua,1996,,,,,,,1,46,42,,,,,,,,,,,,,,,,,
alliance: Liberal Nationalist Party (PLN) / Conservative Nationalist Party (PCN),Nicaragua,1936,,,69.8,30,43,,2,99.8,30,,,,,,,,,,,,,,,,,
alliance: Traditional Conservative Party (PCT) / Constitutionalist Liberal Party (PLC),Nicaragua,1936,,,30.2,13,43,0.2,2,0.2,13,,,,,,,,,,,,,,,,,
alliance: UNO,Nicaragua,1967,,,32.7,17,52,29.1,2,29.1,17,,,,,,,,,,,,,,,,,
alliance: Liberal Alliance,Nicaragua,1996,0.746,0.262,46.7,42,90,46,2,46,42,0,,-0.816,-0.781,-2.732,-0.647,1.484,-1.77,-0.245,-1.283,-0.008,-1.005,-0.105,-2.559,2.043,-0.077,0.496
Nigerien Party for Democracy and Socialism,Niger,1993,0.774,0.779,15.7,13,83,14.6,0,,,0,-2.124,1.872,1.312,1.132,-0.86,-0.723,-1.444,-0.309,-1.159,0.698,-0.625,-0.648,0.083,0.044,0.059,0.827
Nigerien Party for Democracy and Socialism,Niger,1995,0.774,0.779,14.5,12,83,14.1,0,,,1,-2.124,1.872,1.312,1.132,-0.86,-0.723,-1.444,-0.309,-1.159,0.698,-0.625,-0.648,0.083,-1.055,-1.248,-0.055
Nigerien Party for Democracy and Socialism,Niger,1999,0.775,0.665,19.3,16,83,21.5,0,,,3,-2.074,1.132,0.88,1.123,-0.864,-0.723,-1.447,-0.247,-1.171,0.702,-0.625,-0.638,0.063,-1.021,0.706,1.536
Nigerien Party for Democracy and Socialism,Niger,2004,0.775,0.737,22.1,25,113,21.2,0,,,3,-2.074,1.885,0.88,1.123,-0.864,-0.723,-1.447,-0.247,-1.171,0.702,-0.625,-0.638,0.063,-1.021,0.706,-0.024
Nigerien Party for Democracy and Socialism,Niger,2011,0.778,0.654,30.1,34,113,33,0,,,0,-2.143,1.114,0.852,1.11,-0.873,-0.753,-1.472,-0.248,-1.186,0.711,-0.613,-0.652,0.02,-1.044,-0.618,-0.036
Nigerien Party for Democracy and Socialism,Niger,2016,0.778,0.654,43.9,75,171,44.1,0,,,0,-2.143,1.114,0.852,1.11,-0.873,-0.753,-1.472,-0.248,-1.186,0.711,-0.613,-0.652,0.02,-1.044,-0.618,0.84
National Movement for the Development of Society,Niger,1989,0.776,0.773,100,93,93,100,0,,,0,,1.848,1.304,1.146,-0.874,-0.74,-1.466,0.532,-1.148,0.686,-0.305,-2.03,-2.598,0.934,-0.602,-1.07
National Movement for the Development of Society,Niger,1993,0.776,0.731,34.9,29,83,30.7,0,,,3,-2.104,1.848,0.863,1.146,-0.874,-0.74,-1.466,0.532,-1.148,0.686,-0.305,-2.03,-1.311,0.042,-0.602,-0.007
National Movement for the Development of Society,Niger,1995,0.776,0.778,34.9,29,83,30.3,0,,,0,-2.104,1.848,1.345,1.146,-0.874,-0.74,-1.466,0.532,-1.148,0.686,-0.305,-0.693,-0.004,-1.044,0.052,2.552
National Movement for the Development of Society,Niger,1999,0.774,0.733,45.8,38,83,34.7,0,,,0,-2.1,1.836,0.876,1.128,-0.863,-0.729,-1.472,0.539,-1.168,0.665,-0.327,-0.668,0.045,-0.996,-0.619,1.523
National Movement for the Development of Society,Niger,2004,0.774,0.782,41.6,47,113,37.2,0,,,0,-2.1,1.836,1.36,1.128,-0.863,-0.729,-1.472,0.539,-1.168,0.665,-0.327,-0.668,0.045,-0.996,0.064,-0.006
National Movement for the Development of Society,Niger,2009,0.774,0.782,67.3,76,113,47.3,0,,,0,-2.1,1.836,1.36,1.128,-0.863,-0.729,-1.472,0.539,-1.168,0.665,-0.327,-0.668,0.045,-0.996,-0.611,0.811
National Movement for the Development of Society,Niger,2011,0.774,0.782,22.1,25,113,20.6,0,,,3,-2.1,1.836,1.36,1.128,-0.863,-0.729,-1.472,0.539,-1.168,0.665,-0.327,-0.668,0.045,-0.996,0.03,0.811
National Movement for the Development of Society,Niger,2016,0.774,0.782,11.7,20,171,11.8,0,,,3,-2.1,1.836,1.36,1.128,-0.863,-0.729,-1.472,0.539,-1.168,0.665,-0.327,-0.668,0.045,-0.996,0.03,-0.081
Nigerien Alliance for Democracy and Progress,Niger,1993,0.775,0.583,13.3,11,83,15.3,0,,,1,-2.107,0.395,1.284,1.152,-0.865,-0.725,-1.486,1.159,-1.179,0.662,-0.325,-0.625,-1.332,0.073,-2.3,1.551
Nigerien Alliance for Democracy and Progress,Niger,1995,0.775,0.729,10.8,9,83,12.9,0,,,3,-2.107,1.799,0.858,1.152,-0.865,-0.725,-1.486,1.159,-1.179,0.662,-0.325,-0.625,0.064,-1.001,-2.3,0.825
Nigerien Alliance for Democracy and Progress,Niger,1996,0.775,0.557,9.6,8,83,10.1,0,,,3,-2.107,0.429,0.858,1.152,-0.865,-0.725,-1.486,1.159,-1.179,0.662,-0.325,-0.625,0.017,-1.001,-1.251,1.568
Nigerien Alliance for Democracy and Progress,Niger,2011,0.776,0.562,7.1,8,113,7.5,0,,,3,-2.125,0.451,0.869,1.131,-0.869,-0.74,-1.426,1.159,-1.184,0.658,-0.287,-0.657,0.038,-1.003,-0.595,2.549
Democratic and Social Convention,Niger,1993,0.776,0.779,26.5,22,83,27.3,0,,,1,-2.122,1.881,1.325,1.14,-0.855,-0.774,-1.482,0.537,-1.154,0.679,-0.288,-0.627,-1.354,0.056,-1.228,0.834
Democratic and Social Convention,Niger,1995,0.776,0.779,28.9,24,83,29.7,0,,,3,-2.122,1.881,1.325,1.14,-0.855,-0.774,-1.482,0.537,-1.154,0.679,-0.288,-0.627,0.068,-1.035,1.8,-0.011
Democratic and Social Convention,Niger,1999,0.776,0.782,20.5,17,83,17.2,0,,,1,-2.111,1.883,1.313,1.155,-0.886,-0.698,-1.487,0.51,-1.169,0.691,-0.313,-0.621,0.021,-1.055,-1.229,-0.019
Democratic and Social Convention,Niger,2004,0.776,0.782,19.5,22,113,17.4,0,,,1,-2.111,1.883,1.313,1.155,-0.886,-0.698,-1.487,0.51,-1.169,0.691,-0.313,-0.621,0.021,-1.055,-1.229,1.593
independent,Niger,1996,,,3.6,3,83,6.1,0,,,,,,,,,,,,,,,,,,,
Nigerien Progressive Party – African Democratic Rally,Niger,1957,,,31.7,19,60,30,0,,,,,,,,,,,,,,,,,,,
Nigerien Progressive Party – African Democratic Rally,Niger,1958,,,81.7,49,60,,0,,,,,,,,,,,,,,,,,,,
Nigerien Progressive Party – African Democratic Rally,Niger,1965,,,100,50,50,100,0,,,,,,,,,,,,,,,,,,,
Nigerien Progressive Party – African Democratic Rally,Niger,1970,0.769,0.778,100,50,50,100,0,,,0,,1.848,1.316,1.177,-0.872,-0.717,-1.444,0.54,-1.213,0.679,-0.804,-2.037,-2.636,2.169,-0.63,-1.05
Social Democratic Rally,Niger,2004,0.773,0.561,6.2,7,113,7.1,0,,,2,-2.15,0.437,0.885,1.164,-0.864,-0.742,-1.416,1.166,-1.143,0.644,-0.297,-0.687,0.024,0.149,-1.232,0.819
Social Democratic Rally,Niger,2009,0.773,0.561,13.3,15,113,15.7,0,,,1,-2.15,0.437,0.885,1.164,-0.864,-0.742,-1.416,1.166,-1.143,0.644,-0.297,-0.687,0.024,0.149,1.776,-0.031
Nigerien Democratic Movement for an African Federation,Niger,2011,0.774,0.565,20.4,23,113,19.7,0,,,1,-2.15,0.47,0.874,1.13,-0.89,-0.707,-1.432,1.196,-1.148,0.684,-0.312,-0.607,0.053,0.16,0.048,0.859
Nigerien Democratic Movement for an African Federation,Niger,2016,0.774,0.565,14.6,25,171,14.7,0,,,1,-2.15,0.47,0.874,1.13,-0.89,-0.707,-1.432,1.196,-1.148,0.684,-0.312,-0.607,0.053,0.16,-0.595,0.859
Union for Democracy and the Republic,Niger,2011,0.77,0.404,5.3,6,113,5.4,0,,,1,-2.145,-0.43,0.858,1.135,-0.854,-0.719,-1.448,1.145,-1.144,0.655,-0.328,-0.655,0.027,0.118,-0.587,0.826
Union of Popular Forces for Democracy and Progress,Niger,1957,,,68.3,41,60,64.5,0,,,,,,,,,,,,,,,,,,,
Union of Popular Forces for Democracy and Progress,Niger,1958,,,18.3,11,60,,0,,,,,,,,,,,,,,,,,,,
Rally for Democracy and Progress / National Union of Independents for Democratic Renewal,Niger,1996,0.779,0.775,59,49,83,56.7,0,,,1,-2.124,1.857,1.328,1.137,-0.875,-0.74,-1.471,-0.274,-1.202,0.724,-1.116,-0.682,0.08,0.121,1.786,2.598
Rally for Democracy and Progress / National Union of Independents for Democratic Renewal,Niger,1999,0.779,0.775,9.6,8,83,11,0,,,2,-2.124,1.857,1.328,1.137,-0.875,-0.74,-1.471,-0.274,-1.202,0.724,-1.116,-0.682,0.08,0.121,0.033,0.833
Rally for Democracy and Progress / National Union of Independents for Democratic Renewal,Niger,2009,0.775,0.734,6.2,7,113,10.5,0,,,1,-2.149,1.872,0.815,1.136,-0.873,-0.75,-1.441,-0.266,-1.182,0.698,-1.1,-0.596,0.063,0.092,-1.237,1.537
Rally for Democracy and Progress / National Union of Independents for Democratic Renewal,Niger,2011,0.775,0.734,6.2,7,113,6.5,0,,,2,-2.149,1.872,0.815,1.136,-0.873,-0.75,-1.441,-0.266,-1.182,0.698,-1.094,-0.596,0.063,0.092,0.038,1.537
Party for People's Dignity,Niger,1996,0.774,0.654,3.6,3,83,5.3,0,,,1,-2.181,1.116,0.859,1.154,-0.874,-0.742,-1.437,1.178,-1.153,0.73,-0.587,-0.659,0.045,0.128,0.053,-0.033
Union of Nigerien Independents and Sympathisers,Niger,1952,,,97.1,34,35,,0,,,,,,,,,,,,,,,,,,,
Patriotic Movement for the Republic,Niger,2016,0.769,0.557,7.6,13,171,7.1,0,,,1,-2.127,0.434,0.829,1.148,-0.867,-0.742,-1.416,1.181,-1.144,0.677,-0.304,-0.622,0.044,0.13,0.072,2.579
Patriotic Front,Zambia,2006,0.558,0.626,28.7,43,150,23,0,,,3,-1.657,0.446,1.783,-2.757,1.174,-1.042,-0.53,1.055,-1.165,1.377,-0.954,-0.04,1.411,-0.324,0.518,-0.411
Patriotic Front,Zambia,2011,0.75,0.547,40,60,150,38.4,0,,,0,-1.836,0.075,1.683,-2.525,0.636,-1.075,-1.941,1.538,-2.398,1.186,-1.611,0.684,1.337,-0.379,0.232,1.009
Patriotic Front,Zambia,2016,0.98,0.311,51.3,80,156,41,0,,,0,,-0.863,0.231,-3.158,-1.85,-1.096,-2.888,1.554,-2.046,0.015,-3.309,1.11,1.605,-0.063,0.374,2.287
Forum for Democracy and Development,Zambia,2001,0.322,0.551,8,12,150,15.6,0,,,3,-2.605,0.308,0.806,-1.241,1.117,-0.641,1.087,1.407,-1.331,0.459,-0.376,1.747,1.877,-0.47,0.473,-1.489
Forum for Democracy and Development,Zambia,2006,0.288,0.542,,,,,1,22.5,26,3,-0.976,0.325,0.624,-0.733,1.117,-0.62,1.272,1.368,-1.334,0.492,-0.376,1.996,2.243,-0.561,0.517,-0.974
Movement for Multi-party Democracy,Zambia,1991,0.229,0.705,83.3,125,150,74.8,0,,,0,,0.964,1.657,-2.069,1.968,-0.539,0.99,1.846,-0.6,1.422,-0.713,0.292,0.854,-0.368,1.353,-1.271
Movement for Multi-party Democracy,Zambia,1996,0.814,0.468,87.3,131,150,60.1,0,,,0,-2.903,-0.207,0.956,-1.84,-1.045,-0.598,-0.422,1.703,-2.217,1.304,-1.875,0.131,1.284,-0.293,1.353,0.808
Movement for Multi-party Democracy,Zambia,2001,0.888,0.432,46,69,150,28,0,,,0,-2.653,-0.301,0.546,-1.465,-1.391,-0.598,-1.305,1.95,-2.254,1.296,-1.692,-0.24,1.284,-0.105,0.626,1.368
Movement for Multi-party Democracy,Zambia,2006,0.873,0.428,50,75,150,39.1,0,,,0,-2.577,-0.368,0.82,-1.535,-1.469,-0.958,-0.432,1.744,-2.436,1.006,-1.686,-0.24,1.42,-0.172,0.626,1.383
Movement for Multi-party Democracy,Zambia,2011,0.95,0.26,36.7,55,150,33.4,0,,,3,-3.074,-1.009,-0.436,-2.189,-1.535,-0.977,-2.162,1.744,-2.436,0.636,-1.875,0.096,1.092,-0.336,0.299,1.417
United National Independence Party,Zambia,1962,,,31.1,14,45,57.8,0,,,,,,,,,,,,,,,,,,,
United National Independence Party,Zambia,1964,,,73.3,55,75,69.1,0,,,,,,,,,,,,,,,,,,,
United National Independence Party,Zambia,1968,,,77.1,81,105,73.2,0,,,,,,,,,,,,,,,,,,,
United National Independence Party,Zambia,1973,0.952,0.896,100,136,136,100,0,,,0,,2.116,2.91,-1.154,-2.896,-1.367,0.294,2.093,-1.008,1.978,-0.604,-0.91,0.532,-3.124,2.516,0.247
United National Independence Party,Zambia,1978,0.953,0.894,100,136,136,100,0,,,0,,2.103,2.917,-1.176,-2.858,-1.356,0.266,1.833,-1.019,1.758,-0.604,-0.514,0.546,-3.094,2.735,0.247
United National Independence Party,Zambia,1983,0.972,0.882,100,136,136,100,0,,,0,,2.129,2.426,-1.23,-3.119,-1.506,-0.156,1.972,-1.019,1.963,-0.731,-0.056,0.837,-2.734,2.763,0.252
United National Independence Party,Zambia,1988,0.976,0.865,100,136,136,100,0,,,0,,2.08,2.082,-1.23,-3.11,-1.505,-0.463,1.972,-1.019,1.987,-1.049,-0.231,0.837,-2.724,2.227,0.556
United National Independence Party,Zambia,1991,0.906,0.348,16.7,25,150,24.2,0,,,3,,-0.789,1.071,-2.116,-1.765,-0.702,-0.533,1.598,-1.458,1.616,-1.049,-0.472,1.066,-2.229,2.216,0.87
United National Independence Party,Zambia,2001,0.476,0.61,8.7,13,150,10.6,0,,,3,-2.632,0.594,1.035,-1.298,0.83,-0.881,0.173,1.602,-1.49,1.593,-0.518,-1.296,1.265,-2.01,2.022,-1.09
United National Independence Party,Zambia,2006,0.457,0.627,,,,,1,22.5,26,3,-2.08,0.718,0.988,-1.298,0.823,-0.854,0.349,1.609,-1.49,0.85,-0.505,-1.284,1.256,-1.877,1.531,-1.113
United Party for National Development,Zambia,2001,0.359,0.634,32.7,49,150,23.9,0,,,3,-1.286,0.739,0.986,-1.089,1.166,-0.429,0.249,1.738,-1.001,0.75,0.267,0.232,1.035,0.536,0.596,-0.739
United Party for National Development,Zambia,2006,0.449,0.614,,,,,1,22.5,26,3,-1.168,0.735,0.758,-1.113,0.815,-0.499,0.017,1.532,-1.203,0.887,0.271,-0.218,1.265,0.561,0.69,-1.006
United Party for National Development,Zambia,2011,0.58,0.534,18.7,28,150,17.2,0,,,3,-1.875,0.224,0.772,-1.326,0.721,-0.499,-1.18,1.532,-1.56,1.186,-0.982,0.123,1.304,0.612,0.603,0.553
United Party for National Development,Zambia,2016,0.687,0.607,37.2,58,156,40.6,0,,,3,,0.659,0.788,-1.834,0.413,-0.563,-1.521,1.525,-1.47,1.192,-1.24,0.566,1.314,0.599,0.269,0.649
independent,Zambia,1954,,,16.7,2,12,45.7,0,,,,,,,,,,,,,,,,,,,
independent,Zambia,1959,,,9.1,2,22,24.7,0,,,,,,,,,,,,,,,,,,,
independent,Zambia,2016,,,9,14,156,9.3,0,,,,,,,,,,,,,,,,,,,
Zambia Democratic Congress,Zambia,1996,0.27,0.594,1.3,2,150,14.1,0,,,3,-2.577,0.351,1.509,-1.227,1.552,-0.155,0.396,1.607,-0.884,0.482,-0.353,-0.894,0.552,-0.282,0.549,-1.538
National Party,Zambia,1996,0.396,0.658,3.3,5,150,7.2,0,,,3,-2.333,1.064,0.77,-1.047,0.775,-0.523,0.673,1.573,-1.327,0.405,0.044,0.564,0.376,-0.418,0.577,-1.998
Northern Rhodesian African National Congress,Zambia,1962,,,15.6,7,45,15.5,0,,,,,,,,,,,,,,,,,,,
Northern Rhodesian African National Congress,Zambia,1964,,,13.3,10,75,30.5,0,,,,,,,,,,,,,,,,,,,
Northern Rhodesian African National Congress,Zambia,1968,,,21.9,23,105,25.4,0,,,,,,,,,,,,,,,,,,,
National Progressive Party,Zambia,1964,,,13.3,10,75,63.6,0,,,,,,,,,,,,,,,,,,,
United Democratic Alliance,Zambia,2006,,,17.3,26,150,22.5,2,22.5,26,,,,,,,,,,,,,,,,,
United Party,Zambia,1954,,,83.3,10,12,54.3,0,,,,,,,,,,,,,,,,,,,
United Party,Zambia,1959,,,59.1,13,22,52.4,0,,,,,,,,,,,,,,,,,,,
United Party,Zambia,1962,,,33.3,15,45,19.6,0,,,,,,,,,,,,,,,,,,,
Dominion Party,Zambia,1959,,,4.5,1,22,11.2,0,,,,,,,,,,,,,,,,,,,
Central Africa Party,Zambia,1959,,,13.6,3,22,10,0,,,,,,,,,,,,,,,,,,,
Zimbabwe African National Union – Patriotic Front,Zimbabwe,1980,0.983,0.896,57,57,100,61.8,0,,,0,-0.756,2.338,2.313,-3.246,-0.647,-3.1,-3.477,0.905,-2.765,-2.068,-2.005,-0.292,-1.056,-1.569,-0.332,0.938
